article_id,article_version,hcpc_code_group,paragraph,last_updated
55030,63,1,,08/14/2025
57693,12,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,08/14/2025
57719,21,1,"&lt;p&gt;Italicized and&sol;or quoted material is excerpted from the American Medical Association, &lt;em&gt;Current Procedural Terminology (CPT)&lt;&sol;em&gt; codes.&lt;&sol;p&gt;",08/14/2025
56559,26,1,,08/13/2025
56559,26,2,,08/13/2025
56559,26,3,&lt;p&gt;&lt;p style=&quot;line-height: normal;&quot;&gt;Medicare is establishing limited coverage for &lt;strong&gt;CPT&lt;sup&gt;&amp;reg;&lt;&sol;sup&gt; 95004&lt;&sol;strong&gt;&lt;&sol;p&gt;&lt;&sol;p&gt;,08/13/2025
57718,20,1,"&lt;p&gt;Italicized and&sol;or quoted material is excerpted from the American Medical Association, &lt;em&gt;Current Procedural Terminology (CPT)&lt;&sol;em&gt; codes.&lt;&sol;p&gt;",08/06/2025
57692,11,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,08/06/2025
59529,10,1,&lt;p&gt;This billing instruction pertains to the PrismRA test.&lt;&sol;p&gt;,07/31/2025
56881,10,1,,07/31/2025
57936,33,1,,07/23/2025
57936,33,2,&lt;p&gt;These code(s) are non-covered.&lt;&sol;p&gt;,07/23/2025
56910,9,1,&lt;p&gt;CPT code 92145 is considered not medically necessary and will be automatically denied as a non-covered procedure.&lt;&sol;p&gt;,07/16/2025
56638,37,1,&lt;p&gt;&lt;strong&gt;Note: &lt;&sol;strong&gt;Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.&lt;&sol;p&gt;,07/09/2025
56638,37,2,&lt;p&gt;&lt;strong&gt;Note: &lt;&sol;strong&gt;Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.&lt;&sol;p&gt;,07/09/2025
56642,47,1,&lt;p&gt;&lt;strong&gt;Note:&lt;&sol;strong&gt; Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.&lt;&sol;p&gt;,07/09/2025
56642,47,2,&lt;p&gt;&lt;strong&gt;Note: &lt;&sol;strong&gt;Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.&lt;&sol;p&gt;,07/09/2025
57867,33,1,,06/30/2025
57867,33,2,&lt;p&gt;These code(s) are non-covered.&lt;&sol;p&gt;,06/30/2025
58061,28,1,,06/26/2025
57575,9,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,06/18/2025
56903,15,1,&lt;p&gt;NA&lt;&sol;p&gt;,06/18/2025
56903,15,2,&lt;p&gt;Not Covered:&lt;&sol;p&gt;,06/18/2025
59482,4,1,,06/11/2025
56982,15,1,,06/11/2025
56980,12,1,,06/11/2025
54880,10,1,,06/05/2025
57915,10,1,,05/13/2025
59474,4,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,05/13/2025
54926,25,1,"&lt;p&gt;&lt;strong&gt;Note:&lt;&sol;strong&gt; Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.&lt;&sol;p&gt;
&lt;p&gt;Group 1 CPT codes apply to Groups 1 and 2 ICD-10-CM Codes&lt;&sol;p&gt;",05/09/2025
54982,28,1,&lt;p&gt;&lt;strong&gt;Note:&lt;&sol;strong&gt; Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book. &lt;br &sol;&gt;&lt;br &sol;&gt; &lt;strong&gt;Group 1 CPT codes apply to Groups 1 and 2 ICD-10-CM Codes&lt;&sol;strong&gt;&lt;&sol;p&gt;,05/09/2025
56997,18,1,,04/30/2025
57567,14,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,04/25/2025
57560,10,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,04/25/2025
56335,14,1,,04/25/2025
52986,242,1,"&lt;p&gt;&lt;strong&gt;Note:&lt;&sol;strong&gt; Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;Note&lt;&sol;strong&gt;: Please see the indications and limitations section of the LCD for details regarding CPT&sol;HCPCS codes: 81292, 81293, 81294, 81321, 81322, 81323, 81437, 81479, 81520, 81525, 81540, and 81546.&lt;&sol;p&gt;
&lt;p&gt;Please see NCD 90.2, Next Generation Sequencing (NGS) for Patients with Advanced Cancer.&lt;&sol;p&gt;",04/25/2025
59004,20,1,"&lt;p&gt;This group covers NGS-based MRD tests not otherwise allocated into a separate Group below. Note: if a test is allocated into a separate Group, refer to the billing and coding instructions for the relevant Group. If no relevant CPT&lt;sup&gt;&amp;reg;&lt;&sol;sup&gt; code exist for the test submitted, you may bill with the NOC code 81479.&lt;&sol;p&gt;",04/25/2025
59004,20,2,"&lt;p&gt;&lt;strong&gt;CLONOSEQ&lt;sup&gt;&amp;reg;&lt;&sol;sup&gt;&lt;&sol;strong&gt;&lt;br &sol;&gt;Use CPT&lt;sup&gt;&amp;reg;&lt;&sol;sup&gt; 81479 for claims on or after 3&sol;16&sol;2018&lt;&sol;p&gt;
&lt;p&gt;Use PLA 0364U to describe the service for patients with a personal history of cancer. This code has been approved for patients with a history of Mantle Cell Lymphoma.&lt;&sol;p&gt;",04/25/2025
59004,20,3,"&lt;p&gt;&lt;strong&gt;Single-gene and panel testing by PCR&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;ul&gt;
&lt;li&gt;Regarding single-gene and panel testing of genes &amp;ndash; Refer to Billing and Coding: MolDX: Molecular Diagnostic Tests (MDT) A57772 and Billing and Coding: MolDX: Testing of Multiple Genes A57880&lt;&sol;li&gt;
&lt;li&gt;Regarding BCR-ABL1 testing &amp;ndash; Refer to Billing and Coding: MolDX: BCR-ABL A55233 for BCR-ABL1 testing&lt;&sol;li&gt;
&lt;&sol;ul&gt;",04/25/2025
59004,20,4,&lt;p&gt;&lt;strong&gt;Immunoglobulin and T cell receptor gene rearrangement analysis&lt;&sol;strong&gt;&lt;&sol;p&gt;,04/25/2025
56795,34,1,"&lt;p&gt;&lt;strong&gt;J0881, J0885, and Q5106 Must have a valid modifier - EA, EB, or EC&lt;&sol;strong&gt;&lt;&sol;p&gt;",04/23/2025
56795,34,2,&lt;p&gt;&lt;strong&gt;Non-covered CPT&sol;HCPCS Codes&lt;&sol;strong&gt;&lt;&sol;p&gt;,04/23/2025
58213,16,1,&lt;p&gt;&lt;strong&gt;Note:&lt;&sol;strong&gt; Providers are reminded to refer to the long descriptors of the CPT&lt;strong&gt;&lt;sup&gt;&amp;reg;&lt;&sol;sup&gt;&lt;&sol;strong&gt; codes in their CPT&lt;strong&gt;&lt;sup&gt;&amp;reg;&lt;&sol;sup&gt;&lt;&sol;strong&gt; book.&lt;&sol;p&gt;,04/22/2025
59295,6,1,,04/16/2025
58988,24,1,"&lt;p&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;This group covers NGS-based MRD tests not otherwise allocated into a separate Group below. Note: if a test is allocated into a separate Group, refer to the billing and coding instructions for the relevant Group. &lt;&sol;span&gt;&lt;span style=&quot;background: white; line-height: 115%;&quot;&gt;If no relevant CPT&lt;sup&gt;&amp;reg;&lt;&sol;sup&gt; code exist for the test submitted, you may bill with the NOC code 81479.&lt;&sol;span&gt;&lt;&sol;p&gt;",04/15/2025
58988,24,2,"&lt;p&gt;&lt;strong&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;CLONOSEQ&lt;sup&gt;&amp;reg; &lt;&sol;sup&gt;&lt;&sol;span&gt;&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;Use CPT&lt;sup&gt;&amp;reg; &lt;&sol;sup&gt;81479 for claims on or after 3&sol;16&sol;2018&lt;&sol;span&gt;&lt;&sol;p&gt;
&lt;p&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;Use PLA 0364U to describe the service for patients with a personal history of cancer. This code has been approved for patients with a history of Mantle Cell Lymphoma.&lt;&sol;span&gt;&lt;&sol;p&gt;",04/15/2025
58988,24,3,"&lt;p&gt;&lt;strong&gt;Single-gene and panel testing by PCR&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;ul&gt;
&lt;li&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;Regarding single-gene and panel testing of genes &amp;ndash; &lt;&sol;span&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;Refer to Billing and Coding: MolDX: Molecular Diagnostic Tests (MDT) A56853 and Billing and Coding: MolDX: Testing of Multiple Genes A57503&lt;&sol;span&gt;&lt;&sol;li&gt;
&lt;li&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;Regarding BCR-ABL1 testing &amp;ndash; &lt;&sol;span&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;Refer to Billing and Coding: MolDX: BCR-ABL A53531 for BCR-ABL1 testing&lt;&sol;span&gt;&lt;&sol;li&gt;
&lt;&sol;ul&gt;",04/15/2025
58988,24,4,&lt;p&gt;&lt;strong&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;Immunoglobulin and T cell receptor gene rearrangement analysis&lt;&sol;span&gt;&lt;&sol;strong&gt;&lt;&sol;p&gt;,04/15/2025
58998,19,1,"&lt;p&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;This group covers NGS-based MRD tests not otherwise allocated into a separate Group below. Note: if a test is allocated into a separate Group, refer to the billing and coding instructions for the relevant Group. &lt;&sol;span&gt;&lt;span style=&quot;background: white; line-height: 115%;&quot;&gt;If no relevant CPT&lt;sup&gt;&amp;reg;&lt;&sol;sup&gt; code exist for the test submitted, you may bill with the NOC code 81479.&lt;&sol;span&gt;&lt;&sol;p&gt;",04/14/2025
58998,19,2,"&lt;p&gt;&lt;strong&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;CLONOSEQ&lt;sup&gt;&amp;reg; &lt;&sol;sup&gt;&lt;&sol;span&gt;&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;Use CPT&lt;sup&gt;&amp;reg; &lt;&sol;sup&gt;81479 for claims on or after 3&sol;16&sol;2018.&lt;&sol;span&gt;&lt;&sol;p&gt;
&lt;p&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;Use PLA 0364U to describe the service for patients with a personal history of cancer. This code has been approved for patients with a history of Mantle Cell Lymphoma.&lt;&sol;span&gt;&lt;&sol;p&gt;",04/14/2025
58998,19,3,"&lt;p&gt;&lt;strong&gt;Single-gene and panel testing by PCR&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;ul&gt;
&lt;li&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;Regarding single-gene and panel testing of genes &amp;ndash; &lt;&sol;span&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;Refer to Billing and Coding: MolDX: Molecular Diagnostic Tests (MDT) A56853 and Billing and Coding: MolDX: Testing of Multiple Genes A57503&lt;&sol;span&gt;&lt;&sol;li&gt;
&lt;li&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;Regarding BCR-ABL1 testing &amp;ndash; &lt;&sol;span&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;Refer to Billing and Coding: MolDX: BCR-ABL A53531 for BCR-ABL1 testing&lt;&sol;span&gt;&lt;&sol;li&gt;
&lt;&sol;ul&gt;",04/14/2025
58998,19,4,&lt;p&gt;&lt;strong&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;Immunoglobulin and T cell receptor gene rearrangement analysis&lt;&sol;span&gt;&lt;&sol;strong&gt;&lt;&sol;p&gt;,04/14/2025
58136,22,1,"&lt;p&gt;&lt;strong&gt;Note:&lt;&sol;strong&gt; Providers are reminded to refer to the long descriptors of the CPT&sol;HCPCS codes in their CPT&sol;HCPCS book.&lt;&sol;p&gt;
&lt;p&gt;The following CPT code associated with the services outlined in this Billing and Coding Article will not have diagnosis code limitations applied at this time: 0447T&lt;&sol;p&gt;",04/11/2025
58110,22,1,"&lt;p&gt;&lt;strong&gt;Note:&lt;&sol;strong&gt; Providers are reminded to refer to the long descriptors of the CPT&sol;HCPCS codes in their CPT&sol;HCPCS book.&lt;&sol;p&gt;
&lt;p&gt;The following CPT code associated with the services outlined in this Billing and Coding Article will not have diagnosis code limitations applied at this time: 0447T&lt;&sol;p&gt;",04/11/2025
52992,30,1,&lt;p&gt;&lt;strong&gt;&lt;br &sol;&gt;Note:&lt;&sol;strong&gt; Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.&lt;&sol;p&gt;,04/11/2025
52992,30,2,,04/11/2025
58982,19,1,&lt;p&gt;&lt;strong&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;For anemia in patients with ESRD (dialysis requiring)&lt;&sol;span&gt;&lt;&sol;strong&gt;&lt;&sol;p&gt;,04/10/2025
58982,19,2,&lt;p&gt;&lt;strong&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;For anemia in patients with CKD (non-dialysis requiring)&lt;&sol;span&gt;&lt;&sol;strong&gt;&lt;&sol;p&gt;,04/10/2025
58982,19,3,&lt;p&gt;&lt;strong&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;For anemia in patients with antineoplastic chemotherapy-induced anemia &lt;&sol;span&gt;&lt;&sol;strong&gt;&lt;&sol;p&gt;,04/10/2025
58982,19,4,&lt;p&gt;&lt;strong&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;For anemia in patients on Zidovudine for HIV disease&lt;&sol;span&gt;&lt;&sol;strong&gt;&lt;&sol;p&gt;,04/10/2025
58982,19,5,&lt;p&gt;&lt;strong&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;For symptomatic anemia associated with MDS&lt;&sol;span&gt;&lt;&sol;strong&gt;&lt;&sol;p&gt;,04/10/2025
58982,19,6,&lt;p&gt;&lt;strong&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;For prophylactic allogeneic transfusion reduction intent in presurgical anemia&lt;&sol;span&gt;&lt;&sol;strong&gt;&lt;&sol;p&gt;,04/10/2025
58982,19,7,&lt;p&gt;&lt;strong&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;Non-Covered CPT&sol;HCPCS Codes&lt;&sol;span&gt;&lt;&sol;strong&gt;&lt;&sol;p&gt;,04/10/2025
58277,13,1,&lt;p&gt;&lt;strong&gt;Note: &lt;&sol;strong&gt;Providers are reminded to refer to the long descriptors of the CPT&lt;strong&gt;&lt;sup&gt;&amp;reg;&lt;&sol;sup&gt;&lt;&sol;strong&gt; codes in their CPT&lt;strong&gt;&lt;sup&gt;&amp;reg;&lt;&sol;sup&gt;&lt;&sol;strong&gt; book.&lt;&sol;p&gt;,04/09/2025
56674,11,1,,04/09/2025
56614,23,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,04/09/2025
57870,26,1,&lt;p&gt;N&sol;A&lt;br data-mce-bogus=&quot;1&quot;&gt;&lt;&sol;p&gt;,04/09/2025
57884,10,1,&lt;p&gt;Note: Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.&lt;&sol;p&gt;,04/04/2025
57839,14,1,&lt;p&gt;&lt;strong&gt;Note&lt;&sol;strong&gt;: Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.&lt;&sol;p&gt;,04/04/2025
52487,33,1,,04/03/2025
52481,30,1,,03/27/2025
56491,25,1,"&lt;p style=&quot;line-height: 11.65pt;&quot;&gt;&lt;strong&gt;Note: &lt;&sol;strong&gt;Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.&lt;&sol;p&gt;
&lt;p style=&quot;line-height: 14.15pt;&quot;&gt;The CPT codes in Group 1 are considered medically necessary when the Indications of Coverage are met. The 90-day global periods apply.&lt;&sol;p&gt;
&lt;p&gt;See L33954 Cataract Extraction LCD and related B&amp;amp;C article for additional coverage indications and diagnoses.&lt;&sol;p&gt;",03/18/2025
56491,25,2,"&lt;p&gt;&lt;p style=&quot;text-align: justify; line-height: 15.35pt;&quot;&gt;The CPT codes in Group 2 are considered medically necessary when the Indications of Coverage are met. The 90-day global periods apply.&lt;&sol;p&gt;
&lt;p style=&quot;line-height: 11.4pt;&quot;&gt;Do not report 0671T in conjunction with 66989 or 66991.&lt;&sol;p&gt;&lt;&sol;p&gt;",03/18/2025
56491,25,3,&lt;p&gt;&lt;span style=&quot;background: white;&quot;&gt;The following CPT codes are considered not medically reasonable and necessary (non-covered).&lt;&sol;span&gt;&lt;&sol;p&gt;,03/18/2025
58731,16,1,,03/06/2025
58731,16,2,&lt;p&gt;These codes are non-covered.&lt;&sol;p&gt;,03/06/2025
59880,3,1,&lt;p&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;The following CPT&sol;HCPCS codes are noncovered&lt;&sol;span&gt;&lt;&sol;p&gt;,02/18/2025
56940,11,1,,02/06/2025
59051,6,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,02/06/2025
55715,12,1,,01/31/2025
59878,4,1,,01/24/2025
58797,15,1,"&lt;p&gt;&lt;strong&gt;Note:&lt;&sol;strong&gt; Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.&lt;&sol;p&gt;
&lt;p&gt;Consistent with the LCD, the following CPT codes are non-covered.&lt;&sol;p&gt;",01/24/2025
58795,15,1,"&lt;p&gt;&lt;strong&gt;Note:&lt;&sol;strong&gt; Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.&lt;&sol;p&gt;
&lt;p&gt;Consistent with the LCD, the following CPT codes are non-covered.&lt;&sol;p&gt;",01/24/2025
57633,8,1,&lt;p&gt;&lt;strong&gt;Note:&lt;&sol;strong&gt; Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.&lt;&sol;p&gt;,01/24/2025
57779,8,1,"&lt;p&gt;&lt;strong&gt;Part A&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;The following CPT&sol;HCPCS codes associated with the services outlined in this Billing and Coding Article will not have diagnosis code limitations applied at this time.&lt;&sol;p&gt;",01/24/2025
57779,8,2,"&lt;p&gt;&lt;strong&gt;Part B&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;The following CPT&sol;HCPCS codes associated with the services outlined in this Billing and Coding Article will not have diagnosis code limitations applied at this time.&lt;&sol;p&gt;",01/24/2025
59270,26,1,&lt;p&gt;&lt;strong&gt;Note:&lt;&sol;strong&gt; Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.&lt;&sol;p&gt;,01/24/2025
59268,27,1,&lt;p&gt;&lt;strong&gt;Note:&lt;&sol;strong&gt; Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.&lt;&sol;p&gt;,01/24/2025
57025,21,1,&lt;p&gt;&lt;strong&gt;Note:&lt;&sol;strong&gt; Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.&lt;&sol;p&gt;,01/24/2025
57025,21,2,,01/24/2025
57618,24,1,&lt;p&gt;&lt;strong&gt;Note:&lt;&sol;strong&gt; Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.&lt;&sol;p&gt;,01/24/2025
57618,24,2,,01/24/2025
57520,43,1,&lt;p&gt;&lt;strong&gt;Note&lt;&sol;strong&gt;: Providers are reminded to refer to the long descriptors of the CPT&sol;HCPCS codes in their CPT&sol;HCPCS book.&lt;&sol;p&gt;,01/24/2025
56848,16,1,&lt;p&gt;&lt;strong&gt;Note:&lt;&sol;strong&gt; Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.&lt;&sol;p&gt;,01/24/2025
56602,39,1,&lt;p&gt;&lt;strong&gt;Note: &lt;&sol;strong&gt;Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.&lt;&sol;p&gt;,01/24/2025
59536,7,1,&lt;p&gt;This billing instruction pertains to the PrismRA test.&lt;&sol;p&gt;,01/23/2025
58695,11,1,&lt;p&gt;&lt;p style=&quot;line-height: normal;&quot;&gt;Providers are reminded to refer to the long descriptors of the CPT&lt;sup&gt;&amp;reg;&lt;&sol;sup&gt; codes in their CPT&lt;sup&gt;&amp;reg;&lt;&sol;sup&gt; book.&lt;&sol;p&gt;&lt;&sol;p&gt;,01/13/2025
58695,11,2,&lt;p&gt;&lt;p style=&quot;line-height: normal;&quot;&gt;These codes are not medically reasonable and necessary for pain management procedures.&lt;&sol;p&gt;&lt;&sol;p&gt;,01/13/2025
53775,34,1,,01/07/2025
59123,28,1,"&lt;p&gt;&lt;strong&gt;Limited coverage&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;Note: &lt;&sol;strong&gt;Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.&lt;&sol;p&gt;",01/03/2025
59123,28,2,&lt;p&gt;&lt;strong&gt;Non-covered&lt;&sol;strong&gt;&lt;&sol;p&gt;,01/03/2025
59125,38,1,"&lt;p&gt;&lt;strong&gt;Limited coverage&lt;&sol;strong&gt;&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;Note: &lt;&sol;strong&gt;Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.&lt;&sol;p&gt;",01/03/2025
59125,38,2,&lt;p&gt;&lt;strong&gt;Non-covered&lt;&sol;strong&gt;&lt;&sol;p&gt;,01/03/2025
59484,8,1,&lt;p&gt;This billing instruction pertains to the PrismRA test.&lt;&sol;p&gt;,01/02/2025
59682,4,1,&lt;p&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;The CPT&lt;sup&gt;&amp;reg;&lt;&sol;sup&gt; code in Group 1 is considered medically necessary when the indications for coverage are met.&lt;&sol;span&gt;&lt;&sol;p&gt;,12/27/2024
59682,4,2,&lt;p&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;The CPT&lt;sup&gt;&amp;reg;&lt;&sol;sup&gt; code in Group 2 is considered not medically reasonable and necessary (non-covered).&lt;&sol;span&gt;&lt;&sol;p&gt;,12/27/2024
59040,12,1,,12/23/2024
59040,12,2,&lt;p&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;CPT codes 78350 and 78351 are non-covered procedures under Medicare.&lt;&sol;span&gt;&lt;&sol;p&gt;,12/23/2024
59257,11,1,,12/18/2024
59257,11,2,&lt;p&gt;The following CPT&sol;HCPCS codes are non-covered: This is not an inclusive list of non-covered codes.&lt;&sol;p&gt;,12/18/2024
59257,11,3,&lt;p&gt;&lt;strong&gt;For ASC facility and OPPS hospital outpatient department claims only:&lt;&sol;strong&gt;&lt;&sol;p&gt;,12/18/2024
56869,12,1,,12/17/2024
56869,12,2,&lt;p&gt;&lt;span style=&quot;line-height: 107%;&quot;&gt;All claims submitted with the following HCPCS codes which represent replacements for external components necessary for the function of cochlear implants must identify the side of the body where the existing cochlear implant is located. Otherwise the initial replacement part claim and all subsequent replacement part claims for an individual beneficiary will be rejected.&lt;&sol;span&gt;&lt;&sol;p&gt;,12/17/2024
58392,13,1,"&lt;p&gt;&lt;span style=&quot;font-size: 10.5pt; line-height: 115%; font-family: &#39;Verdana&#39;,sans-serif;&quot;&gt;68841 MUST be billed in association with 1 of the CPT&lt;sup&gt;&amp;reg;&lt;&sol;sup&gt; codes identified in this section.&lt;&sol;span&gt;&lt;&sol;p&gt;",12/17/2024
56686,16,1,,12/17/2024
56503,12,1,,12/17/2024
56503,12,2,,12/17/2024
55913,9,1,,12/17/2024
56871,19,1,,12/16/2024
56673,14,1,&lt;p&gt;&lt;strong&gt;For hospital outpatient billing only:&lt;&sol;strong&gt;&lt;&sol;p&gt;,12/13/2024
56673,14,2,&lt;p&gt;&lt;strong&gt;For Critical Access Hospital billing only:&lt;&sol;strong&gt;&lt;&sol;p&gt;,12/13/2024
56616,11,1,,12/13/2024
53986,18,1,&lt;p&gt;The CPT&sol;HCPCS code(s) may be subject to Correct Coding Initiative (CCI) edits. This advice in this article does not take precedence over CCI edits. Please refer to the CCI for correct coding guidelines and specific applicable code combinations prior to billing the A&sol;B MAC.&lt;&sol;p&gt;,12/04/2024
53988,20,1,,12/04/2024
59323,4,1,,12/03/2024
53056,15,1,,11/27/2024
52501,47,1,,11/26/2024
54563,54,1,,11/25/2024
57571,9,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,11/20/2024
59259,8,1,"&lt;p&gt;Procedure codes may be subject to National Correct Coding Initiative (NCCI) edits or OPPS packaging edits. Refer to NCCI and OPPS requirements prior to billing Medicare.&lt;&sol;p&gt;
&lt;p&gt;For services requiring a referring&sol;ordering physician, the name and NPI of the referring&sol;ordering physician must be reported on the claim.&lt;&sol;p&gt;
&lt;p&gt;A claim submitted without a valid ICD-10-CM diagnosis code will be returned to the provider as an incomplete claim under &amp;sect;1833(e) of the Social Security Act.&lt;&sol;p&gt;
&lt;p&gt;All services&sol;procedures performed on the same day for the same beneficiary by the physician&sol;provider should be billed on the same claim.&lt;&sol;p&gt;
&lt;p&gt;Billing for preparatory services&sol;acquisition costs is covered in CMS Internet-Only Manual, Pub. 100-04, Medicare Claims Processing Manual, Chapter 3, &amp;sect;90.3.1 Allogeneic for Stem Cell Transplantation.&lt;&sol;p&gt;",11/20/2024
56545,14,1,,11/13/2024
53495,11,1,,11/12/2024
59192,15,1,,11/08/2024
59192,15,2,&lt;p&gt;&lt;span style=&quot;line-height: 115%;&quot;&gt;The following CPT&lt;sup&gt;&amp;reg;&lt;&sol;sup&gt;&sol;HCPCS codes are non-covered. This is not an inclusive list of non-covered codes.&lt;&sol;span&gt;&lt;&sol;p&gt;,11/08/2024
59192,15,3,&lt;p&gt;&lt;strong&gt;&lt;span style=&quot;line-height: 115%; background: white;&quot;&gt;For ASC facility &lt;&sol;span&gt;&lt;&sol;strong&gt;&lt;strong&gt;&lt;span style=&quot;line-height: 115%; background: white;&quot;&gt;and OPPS hospital outpatient department claims only:&lt;&sol;span&gt;&lt;&sol;strong&gt;&lt;&sol;p&gt;,11/08/2024
57034,11,1,,11/08/2024
53931,6,1,,11/07/2024
56899,11,1,,10/31/2024
57481,12,1,&lt;p&gt;&lt;strong&gt;N&sol;A&lt;&sol;strong&gt;&lt;&sol;p&gt;,10/22/2024
57657,25,1,&lt;p&gt;&lt;strong&gt;Note:&lt;&sol;strong&gt; Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.&lt;&sol;p&gt;,10/18/2024
57077,29,1,&lt;p&gt;&lt;strong&gt;Note:&lt;&sol;strong&gt; Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.&lt;&sol;p&gt;,10/18/2024
56645,48,1,"&lt;p&gt;&lt;strong&gt;Note: &lt;&sol;strong&gt;Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.&lt;&sol;p&gt;
&lt;p style=&quot;line-height: normal;&quot;&gt;&lt;strong&gt;Presumptive UDT&lt;&sol;strong&gt;&lt;&sol;p&gt;",10/18/2024
56645,48,2,&lt;p&gt;&lt;strong&gt;Definitive UDT&lt;&sol;strong&gt;&lt;&sol;p&gt;,10/18/2024
57125,22,1,&lt;p&gt;&lt;strong&gt;Note: &lt;&sol;strong&gt;Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.&lt;&sol;p&gt;,10/18/2024
52993,54,1,&lt;p&gt;&lt;strong&gt;Note:&lt;&sol;strong&gt; Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.&lt;&sol;p&gt;,10/18/2024
57677,14,1,&lt;p&gt;&lt;strong&gt;Note:&lt;&sol;strong&gt; Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.&lt;&sol;p&gt;,10/18/2024
56672,16,1,&lt;p&gt;&lt;strong&gt;Note:&lt;&sol;strong&gt; Providers are reminded to refer to the long descriptors of the CPT codes in their CPT book.&lt;&sol;p&gt;,10/18/2024
52469,28,1,,10/09/2024
57155,15,1,&lt;p&gt;The use of 81403 does not automatically imply coverage&lt;&sol;p&gt;,09/30/2024
